,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
32872,B777-200B,OVEN AT LOCATION 409 DOES NOT POWER ON.,"REST THERMAL C/B FOR OVEN #409,RAN OVEN FOR 20 MINUTES,OPS CHECK GOOD.",TF,19,Delay>15mins,2520,PASSENGER COMPARTMENT
32873,B777-200B,"OVERHEAD PANEL ABOVE 8KL LATCH BROKEN, CAN NOT BE SECURED NORMALLY.","INSTALLED 2EACH PAWL LATCH AND TENSION SPRING, PANEL NOW LATCHES NORMAL. SEATS 8KL RETURNED TO SERVICE",TF,114,Delay>15mins,2520,PASSENGER COMPARTMENT
32911,B777-200B,SEATS 21A AND B WILL NOT STAY UPRIGHT.,"ADJUSTED RECLINE CABLES AT SEATS 21 A AND 21 B ,OPS CHECKS GOOD.",TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32912,B777-200B,AFT GALLEYCOFFEE MAKER PAD POSITION 614B WARMER LIGHT NEEDS RELAMP.,RELAMPED.,TL,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32913,B777-200B,DOOR L1 CACP SCREEN FROZEN INOP,"CYCLED CABSYS MANAGEMENT C/B, CACP CHECKS GOOD.",TL,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32914,B777-200B,FLT ATT CREW DOOR REST AREA KNOB INOP.,REINSTALLED THE F/A CREW BUNK DOOR KNOB. OPS CHECKED NORMAL ATTHIS TIME. OK TO CONTINUE FOR SERVICE.,TL,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32915,B777-200B,17J DOES NOT RECLINE.,INSTALLED NEW RECLINE BUTTON; 17J RELINE OPS GOOD.,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32916,B777-200B,SEAT 42F WILL NOT STAY UPRIGHT. 022238 INVALID.,INSTALLED RECLINE BUTTON SPRING,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32917,B777-200B,DOOR AREA 3L F/A CALL PANEL RESET INOP,"PERFORMED A.C POWER RESET , OPS CHECK NORMAL",TA,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32918,B777-200B,SEAT 21K DOES NOT STAY UPRIGHT,"ADJUSTED SEAT BACK CABLE, OK",TL,11,Delay 6-15mins,2520,PASSENGER COMPARTMENT
32959,B777-200B,CABIN CREW BUNK DOOR HAN DLE BROKEN.DOOR HAD TO BE PRIED OPEN.,REMOVED AND REPLACED OHAR DOOR HANDLE OK FOR SERVICE ELBLOG NUMBER NOT ENTERED BY PILOT,TA,47,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32960,B777-200B,SEAT 35F RECLINE INOP.,REMOVED AND REPLACED HYDROLOCK ASSY FOR SEAT 35F. OPS CHECK NORMAL.,TL,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32961,B777-200B,CAPPUCINO MACHINE AT POSITION 413 HAS CLOGGED FROTHINGWAND.,"ROBBED SERVICEABLE CAPPUCINO MAKER FROM AC 009. INSTALLED AND OP CK GOOD.ROTABLE PARTS CHANGE WAS INDICATED - 1518383COFFEEMAKER, A/  OFF                0000 ON 25-2590-9-0001 1038",TP,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32962,B777-200B,SPARE LIFEVEST BEEN OPENED IN DOGHOUSE BEHINED SEATS 45DEF,REPACKED LIFEVEST POUCH. OK TO CONTINUE,TL,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32963,B777-200B,F/A CREW REST DOOR IS STUCK IN LOCKED POSITION.,"ADJUSTED TOP LATCH, DOOR OPS CHECKS GOOD. A/C OK TO CONTINUE.",TL,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32964,B777-200B,SEAT 41D WILL NOT STAY UP .,R/R RECLINE CABLE OPS CKS GOOD,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32965,B777-200B,11L SEAT CUSHION NEEDED REPLACED ALSO SEAT BELT NEEDED TO BELTAT 11L NEEDS TO BE REPLACED,R&R THE CUSHION AND SEAT BELT AT 11L OPS GOOD,TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
32966,B777-200B,COFFEE MAKER LEAKING,RESET B ZONE C/M OPS CK NORMAL,TA,20,Delay>15mins,2530,GALLEYS
33000,B777-200B,38B RECLINE INOP,REPLACED RECLINE CABLE AND BUTTON OPS CHK OK,TU,133,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33001,B777-200B,5E ELECTRIC OR MANUAL INOP,REMOVED DEBRIS AND RECALIBRATED SEAT OPS CHIK OK,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33002,B777-200B,SEATS 18 AND 26K WILL NOT LOCK UPRIGHT,ADJUSTED & RESCURED HYDRO LOCK CABLES AT SEAT 18F AND 26K. ALLOPS OK,TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33003,B777-200B,#2 CHILLER FORWARD GALLEY POP C/B.,INSPECTED AND RECYCKED CHILLER #2 POWER AND AC CONTROL C/B'S  OPS CHK NORMAL ABOUT 50 MINUTES. OK FOR SERVICE.,TE,75,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33004,B777-200B,SEAT 26A OUTLET HAS SOMETHIN BROKEN OFF IN IT.,"REPLACED POWER OUTLET @ SEAT 26A,OPS CHK OK",TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33046,B777-200B,"SCHEDULED PARTS CHANGE FOR P/N 25-2511-9-0001S/N 0825SEAT, CREW, CAPT, B777-200  **SEE IMQ**POSITION CAP CAPTAIN    NHA POSITION CAP CAPTAINIF SCHEDULED S/N  NOT FOUND, VERIFY S/NS IN ALL OTHER POSITIONSOR CONTACT MX CTRL PRIOR TO FLIGHT.  IF S/N FOUND, RMV/RPLC.","REMOVED & REPLACED CAPT'S SEAT IAW WORK CARD 99-2510-1-3800, OPS CHK GOOD.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1555111  SN OFF 00825SEAT, CREW, CAP  OFF 25-2511-9-0001 0825 ON 25-2511-9-0001 0427",TM,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33047,B777-200B,AFT C HILLER BAPPEARS TO BE LEAKING WATER INTO AFT GALLEY AREA,"OPS CHECKED ,NO LEAKING FOUND .OPS NORMAL .MEL REMOVED,",TM,148,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33048,B777-200B,'C' ZONE AND 'D' ZONE READING LIGHT INOP.,REF L/P 3003650 FOR CORRECTIVE ACTION.ADD EMP:M2043,TF,39,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33049,B777-200B,AFT GALLEY TRASH DOOR STUCK,ADJUSTED THE AFT GALLEY DOOR TO TRASH CAN OPS GOOD,TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33050,B777-200B,SEAT BOTTOM COVERS R16-26 REPLACED BY ACCUFLEET,"PERFORMED VISUAL INSPECTION OF R16-26, COVERS FOUND OK FOR SERVICE. FORM 40-0240",TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33051,B777-200B,SEAT 3L STUCK IN FLAT RECLINE,REMOVED OBSTRUCTION FROM RECLINE PATH FOR SEAT 3L OPS GOOD,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33052,B777-200B,AFT GALLEY #805 SENSOR PRONG BROKEN OFF COFFEE MAKER ANDWILL NOT STOP BREWING,"REMOVED AND REPLACED C/M POS. #805,,OPS CHK NORMAL.CLEARED MEL.WPB MZ 40052.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1671571  SN OFF 02802IPC REFERENCE # 25-02COFFEEMAKER, A/  OFF 29-2599-9-0001 2822 ON 29-2599-9-0001 0092",TL,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33053,B777-200B,ARMREST BETWEEN 18 J&K BROKEN.,R AND R 18 A/R,TL,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33054,B777-200B,SEAT ARMREST DAMAGED,SECURED RMCAP DONE BY MZ40052ADD EMP:40052,TA,54,Delay>15mins,2520,PASSENGER COMPARTMENT
33055,B777-200B,B ZONE SERVING CART WHEEL STICK HARD TO PUSH,"SERVING CART: ALL WHEELS LUBRICATED, ADJUSTED AND EXERCISED, IMPROVED PERFORMANCE",TL,23,Delay>15mins,2530,GALLEYS
33101,B777-200B,PC POWER SYSTEM DOES NOT OPERATE CORRECTLYPOWER OUTLET INOP AT SEATS 2K AND 2L.,REF LOG PAGE:3002587ADD EMP:E8982,TL,43,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33102,B777-200B,35D OVERHEAD BIN INOP,ADJ. 35D O/H BIN LATCH. OK TO CONTINUE.,TL,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33103,B777-200B,WATER LEAK IN AFT GALLEY,"FOUND AFT GALLEY C/M DRAIN FILTER CLOGGED, REMOVED DEBRIS BUILDUP OPS CHECK NORMAL",TL,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33104,B777-200B,REF L/P# 8126366 METAL TRIM COMING OFF BETWEEN OVEN POS 0110AND POS 202,REMOVED INTERIM REPAIR & INSTALLED G1 GALLEY CLOSE OUT TRIMPANEL PER ECRA # 2531-01430,TF,224,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33105,B777-200B,ROW 43DEF FLOOR IS SOAKING WET,"ROW 34DEF FLOOR OK , NO LEAKS FOUND",TL,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33106,B777-200B,ROW 16 OVERHEAD BIN WILL NOT CLOSE,ADJUSTED THE LATCH ASSY FOR OVERHEAD BIN AT ROW 16. OPS GOOD.,TL,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33107,B777-200B,FWD LAV F/A CALL BUTTON INOP,"REMOVED AND REPLACED FWD LAV F/A CALL MECHANISM, OPS CHECK NORMAL",TA,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
33108,B777-200B,CREW REPORT 31-E & 43-J WILL NOT STAY UPRIGHT,ADJUSTED SEAT RECLINE CABLES - OK FOR SVC,TL,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33145,B777-200B,TRASH CART 305 NO BRAKE,NOTIFIED CHELSEE CATERING .,TF,64,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33146,B777-200B,SEAT 23F RECLINE INOP.,"ADJUSTED HYDROLOCK CABLE, OPS CHKD NORMAL.",TL,43,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33147,B777-200B,AFT GALLEY CARRIER STUCK.,UNSTUCKED THE CARRIER. OK TO CONTINUE FOR SERVICE.,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
33148,B777-200B,MEDICAL KIT USED.,"REPLACED EEMK WITH SERVICABLE UNIT.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1721881  SN OFF 01204KIT, MED, EMERG  OFF 29-2560-9-9006 1204 ON 29-2560-9-9006 0084",TA,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
33149,B777-200B,41K ARMREST BROKEN,"INSTALLED 41K ARMREST ASSY, GND OPS CHK GOOD.I.A.W. IFM 25-27-19",TF,104,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33150,B777-200B,EMERGENCY EQUIPMENT COMP OPENED MISSING SEAL,RESEALED ALL CONTENT OK,TA,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33151,B777-200B,SEAT 11A SEAT BELT BENT.,"REPLACED BENT HALF OF SEAT BELT, UNIT OPS CHECKS GOOD.",TL,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33152,B777-200B,SEAT 10L FOOT REST INOP.EMPLOYEE # INVALID U250501,"ADJUSTED RECLINE CABLE,OPS CHECK NORMAL",TF,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33189,B777-200B,CAPTAIN SEAT THIGH CONTROL FULL UP.,ADJUSTED TIGH SUPPORT SYSTEM ON CAPTS SEAT OPS NORMAL MEL REMOVED,TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33190,B777-200B,"REF LOG 3010939, FLUID SPILLAGE IN FWD CARGO, C/W SECTION 2B (IN-DEPTH CLEANUP) OF EC/RA 2011-01000.",FWD CGO COMPARTMENT STA 867 TO STA 930 STR 49R TO STR 35R FLUIDSPILLAGE AREA STRUCTURE DVI ACCOMPLISHED NIL DAMAGE WAS FOUND AS PER EC/RA 2011-01000 REV.T MAINTENANCE WORKSHEET.DIP CLOSEDADD EMP:V898550,TM,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33191,B777-200B,FLIGHT ATTENDANT CREWRES T DOOR WILL NOT CLOSE,"ADJUSTED LATCH, OPS CK OK. WPB 97864ADD EMP:97864",TA,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33192,B777-200B,LAD D FLT ATTENDANT CALL LIGHT INOP,"REPLACED LAV D FLT ATTENDANT CALL LIGHT SW, GND OPS CHK NML ATTHIS TIME. I.A.W. IPC 33-25-01-10",TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33193,B777-200B,AFT GALLEY AIRCRAFT RIGHT DRAIN IS SLOW TO EMPTYEMP# U263278 USED FOR SCEPTRE ENTRY AS EMP# 099960 INVALID.,REMOVED OBSTRUCTION.AFT GALLEY RH DRAIN OPS NORMAL.,TA,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33194,B777-200B,FWD CARGO SYSTEM LATERAL GUIDE #2 WOULD NOT NOT IN UP POSITION.,REMOVED METAL DEBRIS FROM LOCKING MECHANISM AND NOW LOCKS IN POSITION.,TA,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33195,B777-200B,CABIN CREW REST DOOR STUCK,ADJUSTED DOOR LATCH AMM25-29-01-990-805 C/R DOOR OPS NORMAL,TL,63,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33196,B777-200B,METAL STRIP IN FRONT OF WASTE RECEPTACLE IN AFT GALLEY IS NOT SECURE. IT WAS PREVIOUSLY TAPED BUT WASTE + MOLD HAS GOTTEN UNDERNEATH.,ITEM SECURED AND ALREADY ON INT. REF L/P  4767864,TL,37,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33197,B777-200B,LOUD METAL ON METAL NOISE DURING TAXI TAKEOFF AND ROUGH AIR ATROW 32 33 OVERHEAD AREA ALSO NOISE WAS HEARD BY FA CREW IN BUNK#6,INSPETED OVERHEAD AREA BY ROWS 32 33 BOTH SIDE OF A/C FOR ANY LOOSE OBJECT OR METAL NO LOOSE METAL FOUNDED ALSO NO AIR LEAKS NOTED AS PER FIM 21-20-00-810-801 ALL OK AT THIS TIME,TA,52,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33198,B777-200B,TOP OF COFFEE MAKER 806 LEAKS,"RE-SEATED COFFEE MAKER 806, NO MORE LEAKS",TL,8,Delay 6-15mins,2530,GALLEYS
33236,B777-200B,16C MONITOR WILL NOT STOW,SEAT 16C PTV ARM LATCH SCREW RESECURED MM 25-25-01,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33237,B777-200B,OR DELAY PURPOSE ONLYFOR DELAY PURPOSE ONLY,"NUMEROUS SEATS ON MEL, WORKED SEATS 2D 3E. MEL REMAINS FOR OTHER SEATS",TL,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33238,B777-200B,COFFEE MAKER LEAKINGCOFFEE MAKER LEAKING,"BLEED COFFEE MARKER, NO LEAK NOTED, MOPS CK GOOD.",TA,29,Delay>15mins,2530,GALLEYS
33271,B777-200B,LOG 3005779 CLOSED IN ERROR. 2A RECLINE INOP,ACTUATOR PLUG RESEATED AND CHECKED OK.AMM 25-25-01.,TL,64,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33272,B777-200B,LAV M AT 4R OVERHEAD LIGHT COVER FELL,"SECURED LAV M AT 4R LIGHT COVER, A/C OK FOR SERVICE.",TL,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33273,B777-200B,FORWARD CARGO PDU JUST AFT OF MAIN CARGO DOOR INOPERATIVE.,"REMOVED AND REPLACED FORWARD CARGO PDU 7R AS PER 25-53-01OPS CK GOOD, MEL REMOVEDADD EMP:C8029ROTABLE PARTS CHANGE WAS INDICATED - TT # 1822501  SN OFF 0012DRIVE, CARGO, P  OFF 64-2553-9-9002 0012 ON 25-2553-9-0002 5228",TF,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33274,B777-200B,LAV 'C' WASTE BIN FLADER/TOP WILL NOT STAY CLOSED,FOUND DEBRIS IN HINGE. OK TO CONTINUE. WORKS NORMALLY NOW.,TL,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33275,B777-200B,WITHIN SEVEN DAYS ACCOMPLISH ECRA 2011-01000 GALLEY SPILL SECTION 2B IN DEPTH CLEAN UP ON E&E COMPARTMENT FLOOR BEAMS AND AROUND BLANKETS FROM STATION 600-780. WATER SPILL FROM COFFEE MAKERS(NON HAZARDOUS). ITEM PLACED ON DIP.,PERFORMED GALLEY SPILL SECTION 2B IN DEPTH CLEAN UP. NO FURTHER EVIDENCE OF WATER/FLUID IN AFFECTED AREAS. ALL INSULATION BLANK TS HAVE BEEN PREVIOUSLY REPLACED. AIRCRAFT OK TO CONTINUE. WORK PERFORMED IAW ECRA 2011-01000.,TA,1055,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33276,B777-200B,AS PER FLT CREW A/C GATE RETURNED DUE TO WATER LEAKING FROM COFFEE MAKERS AND CAUSED WET CARPET AT A GALLEY AND FLIGHT DECK ENTRY,"AS PER ECRA 2011-01000 VERIFIED SPILL IS NON HAZARDOUS. PERFORMINSPECTION ON E & E COMPARTMENT COMPONENTS. FOUN RESIDUAL WATERDRIPPING FRPM WET CARPETING, PERFORMED GALLEY SPILL CLEAN UP INMEDIATE CLEANING. STEPS (1) THRU (10). DIP GENERATED.",TA,150,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33277,B777-200B,FOLDING CART DAMAGEDPOSITION 420,"INSTALLED NEW WHEELS TO BAR CART, OPS GOOD.",TL,24,Delay>15mins,2530,GALLEYS
33312,B777-200B,"SCHEDULED PARTS CHANGE FOR P/N 25-2560-9-0001S/N 1768SLIDE, B777-200, #1 LH DOOR **IMQ**POSITION L1  LEFT 1     NHA POSITION L1  LEFT 1IF SCHEDULED S/N  NOT FOUND, VERIFY S/NS IN ALL OTHER POSITIONSOR CONTACT MX CTRL PRIOR TO FLIGHT.  IF S/N FOUND, RMV/RPLC.","REMOVED AND REPLACED L1 DOOR MOUNTED ESCAPE SLIDE PACK REF AMM 25-66-01ROTABLE PARTS CHANGE WAS INDICATED - TT # 1666014  SN OFF 01768SLIDE, B777-200  OFF 25-2560-9-0001 1768 ON 25-2560-9-0005 2630",TM,130,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33313,B777-200B,17J TRAY TABLE BROKE,REPLACE TRAYTABLE LATCH FOR 17J OPS CKED GOOD.,TL,60,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33314,B777-200B,MEGAPHONE AT L1 DOOR INOP.,REMOVED AND REPLACED BATTERIES ON L1 DOOR MEGAPHONE.OPS NORMAL.,TA,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33315,B777-200B,SEAT 10A BROKEN SEAT PAN BAR MISSING,"NSTALLED NEW SEAT WEB PAN BAR, OK FOR SERVICE.",TL,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33316,B777-200B,SEAT 35K END OF ARMREST CRACKED,REPLACED ARM REST ESCHUSHION,TF,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
33317,B777-200B,INTERIOR DOOR HANDLE OF F/A REST ARES NEED REPLARING,REMOVED AND REPLACED OHAR EXT & INT DOOR HANDLES.OPS NORMAL.PLACARD REMOVED.,TF,37,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33318,B777-200B,LOWER PILOT CREW BANK MISSING ONE CURTAIN. NEEDS EITHER 2ND SHORT CURTAIN OR REPLACE WITH LONG CURTAIN.,INSTALLED NEW CURTAIN AT PILOT CREW BUNK OPS CHK NORMAL. PLA REMOVED.,TF,2,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
33319,B777-200B,"COCKPIT EMEK STRAP MISSING(REPORTED BY EMP# 080648 SHOWS INVALID, USED MY EMP# TOENTER PAGE.","REPLACED MISSING STRAP, A/C OK TO CONTINUE.",TL,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33320,B777-200B,BREAD WARMER # 205 INOP.,UNABLE TO DUPLICATE FAULT. BUN WARMER @ POS#205 OPS CHK NORMAL.,TL,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33321,B777-200B,OVEN DAMAGEDPOS 407 409,"R/R OVEN #407, OVEN #409 OPS CHECK NORMAL.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1805037  SN OFF 8120OVEN, SMALL, ST  OFF 29-2532-9-0001 8120 ON 29-2532-9-0001 8187",TL,25,Delay>15mins,2530,GALLEYS
33352,B777-200B,PERSONAL POWER SUPPLY INOP ENTIRE CABIN ALL ROWS,"REBOOTED IFE SYSTEM IN ISOLATE MODE, ALL CABIN POWER PORTS OPS GOOD.",TL,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33353,B777-200B,3R EXIT LIGHT COVER MISSING,REPLACED EXIT SIGN ASSY.  OK TO CONTINUE FOR SEVICE.,TA,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33354,B777-200B,RAMP CALLED FWD CARGO ROLLER INOP.,"CYCLED C/B FOR FWD CARGO LOADING ROLLER, THEN DOWN POWER A/C,NOW ALL OPS NORMAL.",TA,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33355,B777-200B,OUTSIDE LAV J ASHTRAY IS MISSING.,"PREVIOUSLY DEFFERED IN ERROR, INSTALLED NEW ASHTRAY , PLACARD REMOVED.",TL,41,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33356,B777-200B,FWD CARGO ELECTRIC SYSTEM INOP.NO POWER.,"REMOVED AND REPLACED CARGO RELAY PART NUMBER 25-2553-3-0077 ON LOCATION K25002 ON THE P35 PANEL, PER WDM 25-53-11. OPS CHECK OK.AIRCRAFT OK TO CONTINUE",TF,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33357,B777-200B,OVERHEAD CONTAINER THAT HOLDS AED HAS A CRACK IN THELOCKING DOOR.,REMOVED AND REPLACED AED COMP. DOOR. OK TO CONTINUE.,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
33358,B777-200B,SEAT HORIZONTAL ADJUSTMENT PROBLEM FIRST OFFICER'SFO SEAT WILL NOT MOVE,COMPLIED WITH IDT INSPECTION REQUIREMENTS.,TA,119,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
33564,B777-222A,10JUN FRA DF -T :CREW REPORT LOUD HUM NOISE DR1R GALLEY AREA. DEBRIEF CREW UPON ARVL PLEASE. NOISE BELIEVED TO BE EMANATING FROM E&E UPWARD INTO GALLEY AREA. CREW SUSPECT LIKELY FROM E4 RACK. MORRISSEY OPBLM," :FLT CRW REPORTED SOUND EV EN WITH CHILLER OFF, TS SHOWS SOUND FROM E1-1 RACK. FLT CREW&TOM C REQ. TS. SYS TEST 21-27-00PB501, FILTER INSTALLATION CHK 21-27 -02PB401 OK, OVRD VLV CHECKED 21-27-04PB401 OK, SUPP COOL VLV IN SP 21-27-06PB401 OK, INSTALLATION OF VENT GRILL CORECTED ACC AMM 21-27-05PB401.TEST OF BOTH EQUIP COOLING FANS OKAZ AMM 21-27-03P B501 OK. INSPECTION OF COOLING DUCT INSIDE E1-1 FOR FOD WO FINDI NGS. FURTHER TS SHOWED DIRTY AND MISALIGNED SEAL BELOW ACE L2 AN D WINDOW HEAT CONTROLLER. AFTER CLEANING AND REINSTALLATION OF B OTH LRU NOISE PRODUCED BY E1-1 RACK IS SIGNIFICANT RED 912275 LESS THAN BEFORE. ACC TOM-C SMALL VIRBATION AND NOISE ON E1-1 R ACK IS NORMAL ON OLDER B777. NOISE FROM E1-1 IS NOW IN AN ACCEPT ABLE LEVEL. CONTROL NUMBER OF",TA,0,Cancellation,2530,GALLEYS
33679,B777-222A,21DEC BRU DF -T :9B FOOTREST WILL NOT STAY UP, :SEAT 9B DEFERRED PER MEL 2525C,TA,14,Delay 6-15mins,2520,PASSENGER COMPARTMENT
33738,B777-222A,17OCT SFO ACP- :777 IN SERVICE CABIN CHK PERFORM AN ON CONDITION IN-SERVICE CABIN INTERIOR INSPECTION PER ER 2500R01141., :ACP'D IN SERVICE CABIN CHECK PER ON4200,TL,4,Delay 0-5mins,2520,PASSENGER COMPARTMENT
33869,B777-222A,19DEC SFO DF -T :26H WONT RECLINE," :CABLE IS INTACT, APPEARS TO MOVE RECLINE ACTUATOR APPROPRIATELY, BUT ACTUATOR DOES NOT WORK. RECLINE INOPERATIVE, BUT SEAT MAY BE OCCUPIED.",TL,3,Delay 0-5mins,2520,PASSENGER COMPARTMENT
34023,B777-222A,CB NOT PULLED OUT AS SPECIFIED IN DF0955, :.COMPLIED WITH MEL 2520RV,TF,12,Delay 6-15mins,2520,PASSENGER COMPARTMENT
34024,B777-222A,12DEC SFO DF -T :SEAT 50C LEFT ARM CAP LOOSE BY- 92875, :FOUND ARM CAP MISSING SEVERAL FASTNERS. SECURED ARMCAP.SEAT 50C USEABLE NO RESRICTION,TF,6,Delay 6-15mins,2520,PASSENGER COMPARTMENT
34295,B777-222B,16JUN EWR DF -T :MID GALLEY COUNTER DOOR BROKEN. BY- 248733, :.MID GALLEY COUNTER DOOR BROKE OFF THE HINGES. NEEDS PCN 023-2179. ITEM PLACED ON DF. THE DOOR IS PLACED BEHIND SEAT 2A CLOSET PER MOC. OK TO CONTINUE PER THE DDP.,TF,59,Delay>15mins,2530,GALLEYS
34476,B777-222B,"15APR LHR DF -T :PILOT BUNKROOM DOOR LOCK BROKEN AND INOP. HANDLE IS DETACHED FROM DOOR. :LOCK WORKS WHEN DOOR WIGG LED, REQUIRED MORE TIME FOR TROUBLESHOOTING. MEL 2529C APPLIED. FCR DEACTIVATED DOOR CLOSED ¬16APR SFO INF- :NEEDS 4HRS GROUND TIMENOT ENOUGH GROUND TIME AT SFO. SFO",¬16APR SFO RPL- :INSTALLED DOOR ROBBED DOO R FROM ACFT 2020.,TA,136,Delay>15mins,2520,PASSENGER COMPARTMENT
34688,B777-222B,28JUL SYD DF -T :UPPER PILOT CREW BUNK LIGHTS DO NOT TURN ON OR OFF, :APPLIED MEL 3300C AS ONLY ONE LIGHT IS INOP THE OTHERS IN THE COMPARTMENT ARE CONTROLLABL E.,TL,3,Delay 0-5mins,2520,PASSENGER COMPARTMENT
34716,B777-222B,PILOT BUNK DOOR IS STUCK, :ADJUSTED LATCH MECHANISM AND OPS OK.,TA,59,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
