,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
12035,B737-700CMI,seat 10c will not stay upright,replaced recline actuator ref ifm 25 26 55 placard removed ,TF,5,Delay 0-5mins,2500,equipment furnishings general
12036,B737-700CMI,aft locking overhead bin lock is inop ,installed pins hinge missind and check operation all ok,TF,24,Delay>15mins,2500,equipment furnishings general
12037,B737-700CMI,recline mechanism at 28c is not working,resecured relief button ops check good ref amm 25 00 00,TF,32,Delay>15mins,2500,equipment furnishings general
12038,B737-700CMI,cockpit jumpseat will not raise upright ,ops checked cockpit jumpseat raises lockes and lowers no defect noted at this time placard removed,TL,16,Delay>15mins,2500,equipment furnishings general
12039,B737-700CMI,first officer s shoulder straps get locked in retracted position hard to extend ,removed and replace fo s seat harness assembly iaw ecra 2511 01044idt performed by carlos arroyo u303879 ,TP,257,Delay>15mins,2500,equipment furnishings general
12040,B737-700CMI,23b seat back will not stay up,replaced recline actuator at seat 23b placard removed,TF,13,Delay 6-15mins,2500,equipment furnishings general
12041,B737-700CMI,door 1l lower inside hinge cover came off,replaced hindge cover ,TF,57,Delay>15mins,2500,equipment furnishings general
12042,B737-700CMI,fo seat height adjustment broken ,removed and replaced f o s seat as per amm 25 11 01 ops checkgood rotable parts change was indicated tt 1566388 sn off 04976seat crew 1st off 29 2511 9 0001 4976 on 29 2511 9 0001 4655,TA,29,Delay>15mins,2500,equipment furnishings general
12043,B737-700CMI,row 31 def seats recline too far ,installed recline spacers in seats 31 d e f ops good ,TL,12,Delay 6-15mins,2500,equipment furnishings general
12044,B737-700CMI,ret oven 2 aft galley handle to open oven broke off oven,replaced 2 galley oven knob ops checks good ,TF,12,Delay 6-15mins,2520,passenger compartment
12082,B737-700CMI,capt left shou der harness is intermittant hard to release from retracted position ,replaced shoulder harness and restraint assembly op s chekc good ,TA,100,Delay>15mins,2500,equipment furnishings general
12083,B737-700CMI,seat cushion at 25 d is badly worn,replaced worn seat cushion,TA,9,Delay 6-15mins,2500,equipment furnishings general
12084,B737-700CMI,flashlight bad 1l,replaced battery amm 25 64 00 200 802,TL,9,Delay 6-15mins,2500,equipment furnishings general
12085,B737-700CMI,tray table latch seat 30d broken,rplcd tray table latch 30d ops good,TA,19,Delay>15mins,2500,equipment furnishings general
12086,B737-700CMI,ife pass seat switch missing nipple ,installed cap on ife switch ,TA,12,Delay 6-15mins,2500,equipment furnishings general
12087,B737-700CMI,aft galley compartment 427 is hard to open or closed,replaced missing screw from hinge and tightened remaining hingescrews compartment opens and closes normally,TF,10,Delay 6-15mins,2500,equipment furnishings general
12088,B737-700CMI,23a and 29a seat cushions solied,replaced seat covers at seats 23a and 29a,TA,4,Delay 0-5mins,2500,equipment furnishings general
12089,B737-700CMI,29f does not lock forward,removed replaced hydrolock now ops normal seat 29f has no defects mel cleared,TF,10,Delay 6-15mins,2500,equipment furnishings general
12090,B737-700CMI,aft lavatory door off hinge,secured aft lavatory door ,TL,19,Delay>15mins,2500,equipment furnishings general
12091,B737-700CMI,seat 31b cushion soiledwpb outstation mx 2817934employee number invalid u897595,r r seat cushion 31b a c okay for service,TF,6,Delay 6-15mins,2500,equipment furnishings general
12133,B737-700CMI,tray table 27c latch came off ,installed new t t latch assembly per mm 25 20 00 ops check good ,TF,18,Delay>15mins,2500,equipment furnishings general
12134,B737-700CMI,aft right lavatory seat broken,re installed lavatory seat pins checks good,TA,37,Delay>15mins,2500,equipment furnishings general
12135,B737-700CMI,right aft lavatory missing ash tray ,installed one missing ash tray ,TA,5,Delay 0-5mins,2500,equipment furnishings general
12136,B737-700CMI,26c seat wet ,replaced seat cushion cover assembly at seat 26c per ifm ,TL,9,Delay 6-15mins,2520,passenger compartment
12137,B737-700CMI,pbe holder in aft aircraft broken ,r r pbe holder box ops checks normal p s sealed box ref amm 35 32 01 ,TA,45,Delay>15mins,2560,emergency equipment
12172,B737-800,capt seat vertical adjustment inop,removed and replaced capt s seat assembly ref amm 25 11 01 idt insp 4072191seat crew cap off 29 2510 9 0001 2809 on 29 2510 9 0001 1121,TA,38,Delay>15mins,2500,equipment furnishings general
12173,B737-800,fwd galley floods source unknown reported by inbound flightatts,found coffeemaker leaking from rear clean hose repositionedcoffeemaker and leak stopped,TA,23,Delay>15mins,2500,equipment furnishings general
12174,B737-800,both coffee makers in aft galley inop,both makers ops check ok,TA,9,Delay 6-15mins,2500,equipment furnishings general
12175,B737-800,forward galley oven 204 has burning food small as reported byflight ,cln galley oven 204 run for 20 min ops chl normal ,TA,5,Delay 0-5mins,2500,equipment furnishings general
12176,B737-800,interior trim needs to be reattached at rows 26 27 abc,resecured trim at sidewall,TL,7,Delay 6-15mins,2500,equipment furnishings general
12177,B737-800,coffee maker 419 will not brew,found coffee maker brews after approx 20 25 sec normal brewcycle is not instant,TF,12,Delay 6-15mins,2500,equipment furnishings general
12178,B737-800,first class galley curtain rack hanging down and will not stayup,rem rep screw inserts rack secured placard removed ,TF,50,Delay>15mins,2500,equipment furnishings general
12179,B737-800,locked overhead bin a c left does not open correctly ,locking bin a c left opens closes only with a key as designed ,TL,13,Delay 6-15mins,2500,equipment furnishings general
12180,B737-800,during taxi out pamel at row 36abc came off,resecured panel ops check good,TA,46,Delay>15mins,2500,equipment furnishings general
12182,B737-800,inflight supervisor notices the forward entry door slide neededto be inspected because the slide appeared to be coming out thebottom of the pack ,found bussle seperated from slide container flap removed andreinstalled l1 door slide ref amm 25 66 01 400 801 ,TA,169,Delay>15mins,2560,emergency equipment
12233,B737-800,to report a delay,delay reported,TL,7,Delay 6-15mins,2500,equipment furnishings general
12234,B737-800,seat cushion at 35b needs replacement ,replaced seat 35b cushion by u104729 ,TA,24,Delay>15mins,2500,equipment furnishings general
12235,B737-800,tray table broken seat 32c ,found previously complied with,TA,22,Delay>15mins,2500,equipment furnishings general
12236,B737-800,inboard lower panel at aft flight attendent jumpseat does notopen ,replaced both latches for inbd lower panel at f a jumpseat 2r,TF,19,Delay>15mins,2500,equipment furnishings general
12237,B737-800,seat 1a will not stay upright ,seat operates normal no defects noted u181086 ,TA,10,Delay 6-15mins,2500,equipment furnishings general
12238,B737-800,fwd cargo pit has metal coming loose around light assy ,straightened light moulding and resecured ,TA,25,Delay>15mins,2500,equipment furnishings general
12294,B737-800,coffe maker 419 leaks,cycled circuit breaker and reseated coffe maker leak stopped,TL,10,Delay 6-15mins,2500,equipment furnishings general
12295,B737-800,aft awd seal broken,replaced above seal,TL,21,Delay>15mins,2500,equipment furnishings general
12296,B737-800,flashligh seal broken by door 1l ,pcw seal is installed,TF,6,Delay 6-15mins,2500,equipment furnishings general
12297,B737-800,locking stowbin door will not unlock at seat row 36abc ,repair code locking stowbin door and op checked lock and unlockok ,TF,24,Delay>15mins,2500,equipment furnishings general
12298,B737-800,seat 23c won t stay upright ,replaced missing parts at seat 23c seat back ops checks normal affected seats are okay for service 23abc placard removed,TF,39,Delay>15mins,2500,equipment furnishings general
12299,B737-800,r2 door slide cover coming off ,found r2 door slide pack secured cover not coming off no limits found for slide pack assembly to door liner clerence ref amm25 66 01 400 803 ,TA,117,Delay>15mins,2500,equipment furnishings general
12300,B737-800,knob missing coffee maker 407,replaced knob,TL,31,Delay>15mins,2500,equipment furnishings general
12301,B737-800,right rear door slide pack sticking out of housing,inspected slide per ipc 25 66 00 09 no defects noted removed and reinstalled slide pack no defects noted per amm s 25 66 01 000 801 25 66 01 400 801 25 66 01 400 803 u092660 u032708,TA,1,Delay 0-5mins,2500,equipment furnishings general
12302,B737-800,seat 26e will not stay remain in upright position ,removed and replaced seat recline lock iaw cmm 25 26 77 all work performed by u340925 ops check normal,TF,5,Delay 0-5mins,2500,equipment furnishings general
12303,B737-800,door 1l viewing port for air guage fell off,was able to retrieve clear shield viewing port 1l slide covernot removed applied clr rtv108 to clr shield reinstalled oilclear ,TF,40,Delay>15mins,2560,emergency equipment
12355,B737-800,for tdr purposes only trim strip 31a loose,installed trim juf sent,TA,16,Delay>15mins,2500,equipment furnishings general
12356,B737-800,headrest on seat 1 e is off the seat placed into firstclass coat closet written by emp 2659471 invalid number 06563 used forsceptre entry only ,re installed headrest on seat 1e removed mel c n 788093 ,TF,11,Delay 6-15mins,2500,equipment furnishings general
12357,B737-800,first class lavatory door handle gets stuck in down positionand is loose ,cleaned and tighten door handle ops checks god ,TA,23,Delay>15mins,2500,equipment furnishings general
12358,B737-800,o2 mask fell at 4e f during taxi out for t o,adjusted gasper air hose as required o2 opens and closes correctly now iaw fim 25 23 00 810 801 ,TA,92,Delay>15mins,2500,equipment furnishings general
12402,B737-800,seatback 31c loose,removed and replaced bent hyd lock and bushing ops check ok,TA,15,Delay 6-15mins,2500,equipment furnishings general
12403,B737-800,life vest container under seat 20d is detatched,resecured life vest container per cmm 25 27 46 a w control number a006169,TA,37,Delay>15mins,2500,equipment furnishings general
12404,B737-800,bp cuff used,replaced bpsk ref medical equipment case inspection and sealingrequirements ,TA,32,Delay>15mins,2500,equipment furnishings general
12405,B737-800,seat 7c lifevest unsecured ,resecured lifevest container at 7c per cmm 25 27 46 ok for service ,TA,29,Delay>15mins,2500,equipment furnishings general
12406,B737-800,aft lh jumpseat lower inbd life vest demo comp door will notclose automatically ,r r spring on door ops checks good ,TF,3,Delay 0-5mins,2500,equipment furnishings general
12407,B737-800,coffee maker 2 handle broken,replaced missing screw,TA,23,Delay>15mins,2500,equipment furnishings general
12408,B737-800,seat back 24f inop ,adjusted seat 24f re cline cable ,TA,11,Delay 6-15mins,2500,equipment furnishings general
12409,B737-800,cleaner report seats 27e 24d e cushions soiled and 2ea seatbelt assys need r r,rplcd 3ea seat cushions at 27e 24d e and 2 seatbelt assys at 24d d,TA,11,Delay 6-15mins,2500,equipment furnishings general
12410,B737-800,seat 1f soiled cleaners took cushion needs replacement,replaced cushion and cover,TA,31,Delay>15mins,2500,equipment furnishings general
12411,B737-800,21a armrest wires exposed,replaced cover assembly seat 21a,TF,186,Delay>15mins,2500,equipment furnishings general
12412,B737-800,21d traytable inop,removed and replacxed latch at 21d ops ok,TL,7,Delay 6-15mins,2500,equipment furnishings general
12413,B737-800,seat 28d traytable latch missing,this item was fix by employee u239825 signed off in thelogbook 8704523,TF,13,Delay 6-15mins,2500,equipment furnishings general
12414,B737-800,seat 35c seatback is broken ,found seat 35c hydralock broken removed and replaced hydralockops checked good seat okay for serviced ,TA,106,Delay>15mins,2500,equipment furnishings general
12415,B737-800,prev wrte up 8371422 ceiling above seat d row 25 is leaking an oily substance appears to be coming from life raft compt on to pax at row 25,found l h snubber p n sp20367 leaking at mid cabin forward life raft removed and replaced same op ck s good cleaned excess fluid ,TA,149,Delay>15mins,2560,emergency equipment
12485,B737-800,row 29 seat d and e seat cushion need replacing,replaced cushion and covers,TF,15,Delay 6-15mins,2500,equipment furnishings general
12486,B737-800,arm rest between seats 37e and d hold down tab broken by passenger,replaced missing hold down bracket 37e d amrest okay for service removed mel ,TF,22,Delay>15mins,2500,equipment furnishings general
12487,B737-800,seat 21c seatback will not lock upright,replaced hydrolock ops checks good pla removed,TF,55,Delay>15mins,2500,equipment furnishings general
12488,B737-800,seat 28a recline button stuck in recline ,found recline mechanism disconnected secured recline mechanism ops check good wpb db 45327,TF,18,Delay>15mins,2500,equipment furnishings general
12489,B737-800,fwd lavatory smells unusable,notified scubs ok,TF,20,Delay>15mins,2500,equipment furnishings general
12490,B737-800,placard sticker missing on logbook referance log page 8683820 oven position 205 inop ,oven was on mel on aug 4th log page 8683820 installed placard sticker on log book oven 205 inoperable on mel 2510au,TF,9,Delay 6-15mins,2500,equipment furnishings general
12491,B737-800,armrest at 37d is broken,resecured seat 37d armrest iaw ifm 25 22 55 ops check good placard removed,TF,28,Delay>15mins,2520,passenger compartment
12493,B737-800,eemk utilized,removed and installed new eemk updated inspection placard stowed and sealed emergency equip compartment rotable parts change was indicated tt 1852463 sn off 00250ipc reference kit med emerg off 29 2560 9 9006 0250 on 29 2560 9 9006 1158,TA,25,Delay>15mins,2560,emergency equipment
12531,B737-800,emergency kit seal broken,item is clear see log page 3707271add emp u181143,TA,12,Delay 6-15mins,2500,equipment furnishings general
12532,B737-800,closed in error from lp 8375232 36b recline inop,secured connection of recline cable to recline actuator ops checks ok ,TF,26,Delay>15mins,2500,equipment furnishings general
12533,B737-800,seatback 2f broken ,replaced through bolt hydrolock actuator per ifm 25 27 42 ,TA,35,Delay>15mins,2500,equipment furnishings general
12534,B737-800,coffee pot leaking aft galley ,bled air from coffeemaker water line ops check normal ,TL,16,Delay>15mins,2530,galleys
12535,B737-800,seat 32a life jacket unattached ,reattached life vest container at seat 32a ,TA,10,Delay 6-15mins,2560,emergency equipment
12587,B737-800,seat back does not stay upright 4b4b seat back does not stay upright,reattached cable end mechanism to recline actuator ops checks goodclosed mel ,TF,15,Delay 6-15mins,2500,equipment furnishings general
12588,B737-800,forward fa jumpseat wobbles ,replaced seat pan pivot stop f a seat okay for svc seats 1b and1e now good for customers removed placard ,TF,16,Delay>15mins,2500,equipment furnishings general
12589,B737-800,f o seatbelt buckle is broken,replaced f o seat buckle,TA,41,Delay>15mins,2500,equipment furnishings general
12590,B737-800,cap t seat belt will not unlock,replaced capt s lap belt ,TF,143,Delay>15mins,2500,equipment furnishings general
12591,B737-800,f o s checklist coffee holder on center consoleis detatched ,secured checklist cup holder okay for service ,TA,13,Delay 6-15mins,2500,equipment furnishings general
12592,B737-800,seat back at 3 e is broken,seat back has excessive slop found seat back hole worn where bolt and collar go in could not find anything else ,TF,5,Delay 0-5mins,2500,equipment furnishings general
12629,B737-800,aft bulkhead lower support channel corroded sta 500i forward pit,lp pg completed ,TP,0,Cancellation,2500,equipment furnishings general
12630,B737-800,aft cargo mid floor panel removed to fom,installed floor panel,TA,14,Delay 6-15mins,2500,equipment furnishings general
12631,B737-800,f a storage locking mechanism broken overhead bin,removed and replaced f a locking latch assembly on overhead bin permm 25 40 00 ops check good ,TF,12,Delay 6-15mins,2500,equipment furnishings general
12632,B737-800,first class carpet where meets vinyl is cracked and coming apart tripping hazard triping ,r r first class floor divider ,TF,12,Delay 6-15mins,2500,equipment furnishings general
12633,B737-800,seat 26d passenger cut by sharp edge,replaced trim assy okay to continue,TF,8,Delay 6-15mins,2500,equipment furnishings general
12634,B737-800,35a and b seat cushions and seat belts vomit,replaced seat cushions and cover at 35abc replaced seat belts at 35abc placard removed by u107337,TF,24,Delay>15mins,2500,equipment furnishings general
12635,B737-800,overhead bin 36abc will not close,removed and replaced lock assembly ops check good,TF,12,Delay 6-15mins,2500,equipment furnishings general
12636,B737-800,tray table seat 20b latch missing ,installed new tray table at 20b,TF,7,Delay 6-15mins,2500,equipment furnishings general
12637,B737-800,seat 1e won t stay upright and lock position,adjusted hydrolock ops check good ,TF,7,Delay 6-15mins,2500,equipment furnishings general
12638,B737-800,ref l p 8725487 l2 door slide removed render safe complied with up to step 01 d amm 25 66 01 000 801,replaced l2 door slide ref mm 25 66 01 400 804 and task card 99 2560 1 9900 slide verified by ipc 25 66 00 03 item 375p rotable parts change was indicated tt 1869341 sn off 03239slide b737ng off 29 2561 9 0004 3239 on 29 2561 9 0004 3308,TP,102,Delay>15mins,2500,equipment furnishings general
12639,B737-800,gate call report of aft galley water leak ,no mx action required tech arrived to find f a shut wateroff after turning water back on no leaks were detected crew was waiting for cleaners to clean water off floor nocrew log book entry made again no mx action required call off was 30 mins before departure in tocs ,TA,7,Delay 6-15mins,2530,galleys
12712,B737-800,for tdr onlyslide pack hangingref l p 8694141,for tdr only,TA,51,Delay>15mins,2500,equipment furnishings general
12713,B737-800,flight attendants say that the door slide at 1r has material hanging too low from the pack ,removed slide pack stowed girt material reinstalled slide pack ref amm 25 66 01 400 803 ,TA,42,Delay>15mins,2500,equipment furnishings general
12714,B737-800,seatback pocket 2a is torn,installed new seat back cover 2a,TA,28,Delay>15mins,2500,equipment furnishings general
12715,B737-800,tray table 2f won t stow ,adjusted ops check good ,TA,10,Delay 6-15mins,2500,equipment furnishings general
12716,B737-800,aft lavatory d sink clogged,replaced sink drain screen ops normal,TA,55,Delay>15mins,2500,equipment furnishings general
12717,B737-800,door 1l slide looks abnormal ,stowed slide pack skirt back in check good a c okay to cont mm25 66 01 200 802 ,TL,37,Delay>15mins,2500,equipment furnishings general
12718,B737-800,door 1 left escape slide has extra material needs looked at ,l1 door lower slide flap tucked into place insp c w iaw amm 25 66 01 200 802 w p b contract mech faa 502764930 ,TA,82,Delay>15mins,2500,equipment furnishings general
12719,B737-800,fwd galley o2 closet door lock inop ,adjusted latch at compartment 710 ops check normal ,TA,9,Delay 6-15mins,2500,equipment furnishings general
12720,B737-800,cabin reports slide raft girt appears abnormal ,removed and repacked slide per amm 25 66 01 000 801 and amm 25 66 01 400 803 slide was rii inspected by norris per amm ,TA,45,Delay>15mins,2500,equipment furnishings general
12781,B737-800,ref log page 8360994 closed in error overhead bin at 14def handle broken ,removed and replaced overhead bin latch at row 14def checks good ,TF,28,Delay>15mins,2500,equipment furnishings general
12782,B737-800,seat 2e inop ,adjusted seat 2e ops check normal ,TA,22,Delay>15mins,2500,equipment furnishings general
12783,B737-800,flight attendant says slide pack at door 2r seems unseable,removed slide repacke slide ops checks normal amm25 66 01 400 801,TA,32,Delay>15mins,2500,equipment furnishings general
12784,B737-800,aft galley compartments 427 428 difficult to open ,installed correct hardware on door comp 427 op s checks normal mel removed ,TF,16,Delay>15mins,2500,equipment furnishings general
12785,B737-800,f o seat difficult to adjust repeat ,removed and replaced f o seat ref amm 25 11 01 000 801 and 25 11 01 400 801 ops check good rotable parts change was indicated tt 1566151 sn off 05018seat crew 1st off 29 2511 9 0001 5018 on 29 2511 9 0001 6935,TS,47,Delay>15mins,2500,equipment furnishings general
12786,B737-800,seat 1b arm rest metal tab bent up causing hazard ,straigtened and resecured arm cap at seat 1b ,TF,8,Delay 6-15mins,2500,equipment furnishings general
12787,B737-800,f c galley tray table stuck in the extented position,cycled checks good,TL,4,Delay 0-5mins,2500,equipment furnishings general
12788,B737-800,capt seat willnot adjust vertically ,found secured screw loose re positioned and secured okay forservice ,TA,28,Delay>15mins,2500,equipment furnishings general
12789,B737-800,coffeemaker 105 forward galley handle loose,removed replaced coffee maker 105 ops ckd normalrotable parts change was indicated tt 1849054 sn off 01415coffeemaker a off 29 2599 9 0001 1415 on 29 2599 9 0001 0382,TF,6,Delay 6-15mins,2500,equipment furnishings general
12790,B737-800,fwd galley latch at foot level forward galley aft side far rightloose no on cart pos ,tighten loose fastner by vender faa 3011241 ,TA,14,Delay 6-15mins,2500,equipment furnishings general
12791,B737-800,aft lavatory floor loose ,resecured aft left lavatory floor mat as required okay to continueplacard removed ,TF,16,Delay>15mins,2500,equipment furnishings general
12792,B737-800,life raft seals broken,replaced missing life raft seals ,TL,14,Delay 6-15mins,2560,emergency equipment
12843,B737-800,for fdr purposes only rows 11 12 d e f have loose panels overhead,noted by mx,TA,30,Delay>15mins,2500,equipment furnishings general
12844,B737-800,when door 2l is opened by catering the girt bar on the forwardside hits the bottom of the jumpseat and can knock the girt bar from brackets ,checked door operation girt bar length and girt bar slide pack storage all configured properly and door operates normal ref amm 25 66 01,TA,1,Delay 0-5mins,2500,equipment furnishings general
12845,B737-800,door 1r girt bar holder clip very loose ,adjusted girt bar holdeing clip 1r door per amm 25 66 01 andtask 200 802 ,TA,13,Delay 6-15mins,2500,equipment furnishings general
12846,B737-800,cockpit door break away panel in middle of door will not latchclosed,secured,TA,37,Delay>15mins,2500,equipment furnishings general
12847,B737-800,f a door 1l jumpseat cushion torn ,replaced worn seat bottom cover placard removed,TF,1,Delay 0-5mins,2500,equipment furnishings general
12848,B737-800,girt bar at 2r is showing extra material that should be stowedin escape slide compartment ,removed r2 door silide task 25 66 000 801 task 25 66 01 000 802installed r2 slide task 25 66 01 400 801 task 25 66 01 400 803,TA,132,Delay>15mins,2500,equipment furnishings general
12849,B737-800,window shades at 1a and 3a are stuck they wont go down,adjusted window shades and resecured loose frames window shades at 1a and 3a now ops check normal on ground ,TF,21,Delay>15mins,2500,equipment furnishings general
12912,B737-800,aft lavatory rt sink not draining ,r r d screen op s ck s great ,TA,42,Delay>15mins,2500,equipment furnishings general
12913,B737-800,stowbin 35 34 abc will not latch ,replaced stowbin latch,TA,18,Delay>15mins,2500,equipment furnishings general
12914,B737-800,please insp the slide at door 2r flight attendant report ahook hanging from the slide,re secured wind lanyard in slide pack ref amm 25 66 01 insp byu015228,TA,48,Delay>15mins,2500,equipment furnishings general
12915,B737-800,cabin divider between first class and economy plus right side of aircraft loose ,adjusted both top mount class divider fitting rh side0 per amm 25 24 15 400 805 reinstalled all spacer panels wpb u240612 ,TA,0,Cancellation,2500,equipment furnishings general
12916,B737-800,overhead bin row 32 34 will not stay closed ,realighned o h bin door 32 34 abc to close properlyremoved tape and inoperable sticker and logbooik placard,TF,58,Delay>15mins,2500,equipment furnishings general
12917,B737-800,cockpit jumpseat lower side at forward corner has a puncture in it first observers seat ,replaced 1st obs seat iaw amm25 11 02 400 801rotable parts change was indicated tt 1668084 sn off 01106seat crew 1st off 29 2510 9 0002 0920 on 29 2510 9 0002 0128,TP,385,Delay>15mins,2500,equipment furnishings general
12918,B737-800,compartment in aft galley wont close ,tightened hinge ,TL,11,Delay 6-15mins,2500,equipment furnishings general
12919,B737-800,f o seat belt buckle spins freely difficult to release shoulder and lap belts ,replaced f o seatbelt buckle and right belt assy ops checks normal ,TA,2,Delay 0-5mins,2510,flight compartment equipment
12962,B737-800,scheduled parts change for p n 29 2561 9 0004s n 3662slide b737ng lh rh aft a c 701 721 210 226 imqposition rr right rear nha position x 01if scheduled s n not found verify s ns in all other positionsor contact mx ctrl prior to flight if s n found rmv rplc ,replaced slide per amm 25 60 00rotable parts change was indicated tt 1869293 sn off 03662slide b737ng off 29 2561 9 0004 3662 on 29 2561 9 0004 3486,TM,65,Delay>15mins,2500,equipment furnishings general
12963,B737-800,seat pocket seat 2a inop ,secured seat pocket ops checks normal ,TA,5,Delay 0-5mins,2500,equipment furnishings general
12964,B737-800,seat 2b recline broken,secured seat recline act,TA,7,Delay 6-15mins,2500,equipment furnishings general
12965,B737-800,first officer s left shoulder strap locked in theretracted position cable is detached ,removed and replaced f o s shoulder strap handle lock assy ops checks good ref ipc 25 11 01 56 and amm 25 11 00 200 801a c okay to continue ,TA,35,Delay>15mins,2500,equipment furnishings general
12966,B737-800,bright yellow gouge on glareshield in front of captain,r r cpt s glareshield pad assy ipc 25 11 00 18 item 185j dip closed ,TA,34,Delay>15mins,2500,equipment furnishings general
12967,B737-800,fa reports window shadesmissing seats 35a and 36a,found missing window shades in wall put back into track ops check good,TA,34,Delay>15mins,2500,equipment furnishings general
12968,B737-800,r h aft coffee maker inop ,turned on coffee maker rh aft coffee maker ops check good,TF,3,Delay 0-5mins,2500,equipment furnishings general
12969,B737-800,aft right lavatory floormat loose,cleaned floor and secured floormat,TL,6,Delay 6-15mins,2500,equipment furnishings general
12970,B737-800,trim piece aft of last overhead bin on left side has come loose,reinstalled seal,TL,5,Delay 0-5mins,2500,equipment furnishings general
12971,B737-800,1l door slide falling outof pack,restow slide flap slide servicable,TL,9,Delay 6-15mins,2500,equipment furnishings general
12972,B737-800,both aft jumpseat cushions ripped,replaced all torn seat covers,TF,8,Delay 6-15mins,2500,equipment furnishings general
13031,B737-800,seat 15c wont stay uprtemp no u182958 is invalid,found bad hydr loc locknuts stripped to limit recline being that row 16 is an emerg exit rowbehind it rplcd w p n 29 2526 3 0059 seat 15c now locked uprt,TA,127,Delay>15mins,2500,equipment furnishings general
13032,B737-800,life vest needs to be secured 38a,secured life vest 38a under seat and seal compartment,TL,16,Delay>15mins,2500,equipment furnishings general
13033,B737-800,aft lavatory f sink drain clogged ,cleared drain screen drain ck s good ,TL,6,Delay 6-15mins,2500,equipment furnishings general
13034,B737-800,air vent above seat 2f fell out,re installed gasper above seat 2f iaw amm task 21 24 04 400 801 ops check good a c okay to continue service,TA,13,Delay 6-15mins,2500,equipment furnishings general
13035,B737-800,seat 20c stuck in recline,row 20 is an emergency exit row and should not recline placardremoved ,TF,153,Delay>15mins,2500,equipment furnishings general
13036,B737-800,aft lavatory r leaking water,tightened drain collar in r lavatory ops check good no leaks found at this time ,TL,40,Delay>15mins,2500,equipment furnishings general
13037,B737-800,door r2 slide appears to be coming out of slide compartment,replaced slide at r2 ref amm 25 66 01rotable parts change was indicated tt 1870206 sn off 03419slide b737ng off 29 2561 9 0004 3419 on 29 2561 9 0004 3395,TA,51,Delay>15mins,2500,equipment furnishings general
13038,B737-800,seat 1b back lays all the way back not in the normal recline position,secured hydrolock attach fasteners seatback operates normal and secures upright removed placard,TF,10,Delay 6-15mins,2500,equipment furnishings general
13039,B737-800,seat 20a lifevest on floor,inspected vest and pouch reinstalled and replaced seal,TA,4,Delay 0-5mins,2500,equipment furnishings general
13040,B737-800,seat 25c will not stay in upright position,replaced ultraloc as required op check good ,TF,16,Delay>15mins,2500,equipment furnishings general
13041,B737-800,aft rh trash door won t close ,adjusted catch chks good ,TL,7,Delay 6-15mins,2500,equipment furnishings general
13042,B737-800,seat 20c is stuck in recline ,adj seat iaw amm 25 22 00 710 803 within limits at this time contract 3650949 ,TA,28,Delay>15mins,2500,equipment furnishings general
13043,B737-800,3b a b armrest loose,ops checked 3b arm rest ops checks good okay for service removed placard and seat belt do not operate tag ,TF,13,Delay 6-15mins,2500,equipment furnishings general
13044,B737-800,captains checklist cupholder cracked inside,removed and replaced capt s pedestal sidewall panel above checklist pocket pla closed,TF,12,Delay 6-15mins,2500,equipment furnishings general
13045,B737-800,window shade at 8f is torn ,replaced 8 f window shade 25 00 00,TF,23,Delay>15mins,2500,equipment furnishings general
13046,B737-800,pressure grage window in slide at aircraft aft right disglued from gauge ,reattached window on slide cover ,TA,7,Delay 6-15mins,2520,passenger compartment
13047,B737-800,wall panel 28a fell down,reinstalled panel 28a ref amm 25 21 46 okay to continue ,TA,18,Delay>15mins,2550,additional compartments
13098,B737-800,escape slide pack bustle damagedstrap hanging from escape slide aft a c right,rii insp of installation of slide bustle c w ok to continueat this time as per amm 25 66 01,TA,68,Delay>15mins,2500,equipment furnishings general
13099,B737-800,escape slide pack bustle loosel2 door slide pack loose ps already fixed,ocm re secured bustle clips okay for service work performed by v912233 in sju add emp v912233,TA,8,Delay 6-15mins,2500,equipment furnishings general
13100,B737-800,right under wing pressure relief fuel tank placard not readable,replaced rh under wing pressure relief fuel tank plancard ref amm 11 24 01 ,TF,37,Delay>15mins,2500,equipment furnishings general
13101,B737-800,ref log page 8383680 coffeemakers in aft galley 419 and 420 deferred inoperable for smoke odor ,removed and reinstalled both aft coffee makers reset c b sops ok placard removed ,TF,12,Delay 6-15mins,2500,equipment furnishings general
13102,B737-800,previous inflight crew noticed that girt bar braketsin floor on both forward entry doors are 180 differentdirection from both aft doors ,r r alll four floor brakets iaw 25 66 02 400 801for both doors all ops checks goodrii inspected by qc354 ,TA,171,Delay>15mins,2500,equipment furnishings general
13103,B737-800,aft galley quarter turn at 409 loose,secured quarter turn,TL,3,Delay 0-5mins,2500,equipment furnishings general
13104,B737-800,reference log page 8489510 aircraft registration missing ,tempory registration installed ref log page 8489522 ,TF,17,Delay>15mins,2500,equipment furnishings general
13105,B737-800,aft flight attendant control panel over jumpseat hangingdown ,resecured f a control panel ,TA,40,Delay>15mins,2500,equipment furnishings general
13106,B737-800,seal missing on overhead life raft compartment in passenger cabin ,installed seal on compartment,TF,11,Delay 6-15mins,2500,equipment furnishings general
13107,B737-800,slide at door 1r is not completely packed into its storagecompartment ,replaced slide assembly 1r ref amm 25 66 01 rii inspection byf n u077486 rotable parts change was indicated tt 1891928 sn off 03234slide b737ng off 29 2561 9 0003 3234 on 29 2561 9 0003 3422,TA,0,Cancellation,2500,equipment furnishings general
