,problem_log,cos_similarity,corrective_action
6517,fwd cargo loading system inop ,0.2664693550105969,removed and erplaced forward cargo loader relay r670 ref fim 25 51 00 810 802 ops check good mel removed 
6518,fwd cargo loading system inop ,0.2664693550105969,replaced drive unit belts and carpet per cmm 25 53 06rotable parts change was indicated tt 1804287 sn off 02078drive assy sl off 59 2550 9 0008 2078 on 59 2550 9 0008 2040
6519,fwd cargo loading system inop ,0.2664693550105969,downpowered and repowered entire aircraft forward cargo loading system ops check normal 
6520,fwd cargo loading system inop ,0.2664693550105969,cycled c b on forward cargo loading system performed op check refamm 25 51 30 700 801c5
6521,fwd cargo loading system inop ,0.2664693550105969,removed and replaced cargo loading belts ref telair slidingcarpet manual 25 53 05 ops normal placard closed 
6522,fwd cargo loading system inop ,0.2664693550105969,found and removed debris from under carpet reactivated and performed ops ckd per 25 51 3o ops ckd good at this time acft okay for service
6523,fwd cargo loading system inop ,0.2664693550105969,installed switch follower ops check ok removed placard 
6524,fwd cargo loading system inop ,0.2664693550105969,ops check forward cargo loading system and check good ref amm 25 51 30
6525,fwd cargo loading system inop ,0.2664693550105969,removed and replaced drive assembly and 8 belts per telair 25 53 06 ops check normal pla c n 804549 cleared rotable parts change was indicated tt 1849359 sn off 00465drive assy sl off 59 2550 9 0008 0465 on 59 2550 9 0008 2068
6526,fwd cargo loading system inop ,0.2664693550105969,found no power to control unit cargo bay ceiling replaced r670relay wd 25 51 11 no help needs more ts
6527,fwd cargo loading system inop ,0.2664693550105969,cleaned and adjusted forward cargo door switch s960 reactivated fwdcargo comp loading sys op s check good amm 25 51 39 800 802 placard removed 
6528,seat 35d try table inop ,0.16012815380508735,r r tray table latch 
6529,wire broken on water fire extinguisher bottle aft of first class,0.29773257907842204,replaced tamper seal on extinguisher
6530,compartment 708 has two pull latches should be one pull and push latch,0.2785033259480087,removed pull latches and replaced with slide latches 
6531,fwd cargo loading system inop attempts reset no help ,0.2664693550105969,r r forward cargo loading system control box ref amm 25 51 37 ops check good placard removed 
6532,fed cargo sliding carpet system inop,0.28022426915890286,reinstalled clevis rod end by u113859
6533,metal trim below pos 707 needs to resecured ,0.1961161351381843,duplicate write up see l p 8780342
6534, 1 engine has a latch on top of nacelle loose,0.17118419700436543,secured latch
6535,forward magic carpet inop ,0.228802157661215,tested system operates normally
6536,ramp reports forward cargo pit nesting system is inop ,0.24806946917841724,need better discription of discrepency other than inop performed ops check of forward sliding carpet ref cmm 25 53 06 gen visualof any deformaties chk normal pla removed 
6537,fwd cargo nesting system inop,0.24806946917841724,ref l p 8657558 p c w and placard pulled verified forward cargoload system ops ck d normal 
6538,fwd carpet inoperable reported by ramp personel,0.2278663575938253,oil service accomplished at iah for flight1777 on 19 dec 02 41 16engine 1 04 added by u265181engine 2 04 added by u265181engine 3 engine 4 apu 
6539,fwd pit loading system need to install 2 th o b drive belts and wheels,0.3235751144647173,completed instalation of 2 l h drive belts ref amm 25 51 40 400 801c4 acp by u029364chris garman
6540,fwd cargo magic carpet inop ,0.24019223070763096,fwd cargo magic carpet working normal per ramp 
6541,fwd cargo magic carpet inop ,0.24019223070763096,reset forward cargo sliding carpet in ref amm 25 51 30 ops checkgood
6542,2b armrest loose ,0.13867504905630748,resecured armrest seat 2b is okay for service removed placard 
6543,seat 2b headrest broken,0.11322770341445974,secured headrest ops normalremoved pla 806058
6544,9d eyeball vent inoperable and 26d,0.1790287185098585,removed and replaced vent at 9d ops check normalno faults found at 26d
6545,captain seat will not lock in place verticly,0.2664693550105969,removed and replaced capt seat assembly ref amm 25 11 01 000 400 801 ops checks normal rotable parts change was indicated tt 1567538 sn off 09472seat crew cap off 29 2510 9 0001 9472 on 29 2510 9 0004 5303
6546,fwd cargo loading system inop ,0.2664693550105969,replaced drive assembly and all belts ref cmm 25 53 06 form 44 0008 used for work continuationrotable parts change was indicated tt 1672476 sn off 06142ipc reference 25 53 06drive assy sl off 59 2550 9 0008 6142 on 59 2550 9 0008 4618
6547,fwd cargo loading system inop ,0.2664693550105969,reactivated forward cargo loading system and performed ops chk system operated normal with no defects noted pla removed and forward cargo system restored to normal configs 
6548,fwd cargo loading system inop ,0.2664693550105969,removed and erplaced forward cargo loader relay r670 ref fim 25 51 00 810 802 ops check good mel removed 
6549,fwd cargo loading system inop ,0.2664693550105969,replaced drive unit belts and carpet per cmm 25 53 06rotable parts change was indicated tt 1804287 sn off 02078drive assy sl off 59 2550 9 0008 2078 on 59 2550 9 0008 2040
6550,fwd cargo loading system inop ,0.2664693550105969,downpowered and repowered entire aircraft forward cargo loading system ops check normal 
6551,fwd cargo loading system inop ,0.2664693550105969,cycled c b on forward cargo loading system performed op check refamm 25 51 30 700 801c5
6552,fwd cargo loading system inop ,0.2664693550105969,removed and replaced cargo loading belts ref telair slidingcarpet manual 25 53 05 ops normal placard closed 
6553,fwd cargo loading system inop ,0.2664693550105969,found and removed debris from under carpet reactivated and performed ops ckd per 25 51 3o ops ckd good at this time acft okay for service
6554,fwd cargo loading system inop ,0.2664693550105969,installed switch follower ops check ok removed placard 
6555,fwd cargo loading system inop ,0.2664693550105969,ops check forward cargo loading system and check good ref amm 25 51 30
6556,fwd cargo loading system inop ,0.2664693550105969,removed and replaced drive assembly and 8 belts per telair 25 53 06 ops check normal pla c n 804549 cleared rotable parts change was indicated tt 1849359 sn off 00465drive assy sl off 59 2550 9 0008 0465 on 59 2550 9 0008 2068
6557,fwd cargo loading system inop ,0.2664693550105969,found no power to control unit cargo bay ceiling replaced r670relay wd 25 51 11 no help needs more ts
6558,fwd cargo loading system inop ,0.2664693550105969,cleaned and adjusted forward cargo door switch s960 reactivated fwdcargo comp loading sys op s check good amm 25 51 39 800 802 placard removed 
6559,tray table 24d latch broken off,0.21182963643408118,replaced latch
6560,forward compartment loading system failed on extended position ,0.34015456516873105,found forward loading system drive unit bearing failing removed and replaced bearing and adjusted drive unit reference log 47641884764190 4764187 4764189 
6561,rear aft lavatory e has the light out ,0.13074409009212287,ref cmm 25 46 97 and cmm 25 46 58 ipc 25 40 01 38b ipc 25 40 01 13j lavatory is correct for this a c no faults noted okay for service 
6562,aft right emerg exit cover dislodged ,0.289682729751161,replaced r 2 door slide pack inspection window ops ck d good oil closed 
6563,seat 2a will not recline or stay erect ,0.24019223070763096,r r seat back assembly 2a ops check good
6564,coffee maker pos 105 forward galley is leaking water fromtubes behind coffee pot galley water turnd off,0.6009252125773326,removed and replaced 105 coffee maker and turned on waterrotable parts change was indicated tt 1848435 sn off 00001ipc reference 25 31 11 65coffeemaker a off 29 2599 9 0001 8981 on 29 2599 9 0001 0919
6565,fwd sliding carpet not working,0.23552785988299818,removed and replaced forward cargo flap switch ms25008 1 iaw mm25 51 11 ops check ok placard removed 
6566,seat 36b c armrest broke,0.2001601922563592,replaced arm rest
6567,tray table latch broken at 27c and 34f,0.1790287185098585,replaced tray table latch at 34f and 27c
6568,seat 4e recline too far aft ,0.1513068831672008,adjusted recline for seats 4e and 4f iaw ifm ops check good
6569,fwd lavatory wall covering has large cut and is delaminated from the wall,0.3454408611617307,secured delaminated section
6570,fwd cargo magic carpet inop ,0.24019223070763096,fwd cargo magic carpet working normal per ramp 
6571,fwd cargo magic carpet inop ,0.24019223070763096,reset forward cargo sliding carpet in ref amm 25 51 30 ops checkgood
6572,ramp reports forward cargo majic carpet is inop ,0.24019223070763096,adjusted flap safety switch cleaned cargo door safety switch and r r d loading system control box ref mm 25 53 06 ops check good pla removed 
6573,aircraft right slide pack cover viewing window is loose door r2 ,0.3789323733725371,resecured door r2 slide cover window as needed 
6574,seat back does not stay upright 2b,0.16012815380508735,replaced broken bolt on hydrolock at seat 2b ops restored to seat 2b 
6575,seat 1b tray table inop ,0.16012815380508735,removed and replaced seat 1 b tray table assembly ops checksgood mel removed 
6576,capt seat belt 5 point harness insp left shoulder and center mid strap will not lock into buckle ,0.28758988588620477,removed replaced capt seat belt 5 point harness belt iaw cmm25 12 02 ops check good 
6577,both coffee makers in first class galley worked on the ground but did not work in flight no electrical power positions 105 106,0.6061426456557828,removed and relamped forward galley power light bulb found to havewrong light bulb installed which caused the cb to pop ref ual swpm 20 20 00 ops check good 
6578,seat 9d recline function inop,0.15130688316720084,seat 9d recline function op check normal 
6579,plastic tab holding up o2 masks over seats 26 def broke and o2 mask fell out ,0.3396831102433792,adjusted test latch plunger spring ops check normal performedmanual drop test ref mm35 22 00 700 802 ref mm35 22 21 
6580,restaint bar for gear pins compartment fell off,0.32552964731657175,replaced restraint bar 25 00 00
6581,interior trim armrest on overwing emer exit at 20f and 21a not aligned with pass seat ,0.3020792700095998,resecured armrest at 21a and 20 f 
6582,aft elt sticker unreadable ,0.2264554068289195,reinspected per gnmm 5 20 10 
6583,seat 32c soiled,0.0,replaced 32c leather seat cover 
6584,seat bottom at 3f appears to have soft spot in center as ifcushion material is missing,0.3297390038361975,found seat web loose secured seat bottom web op s check normal
6585,insulation in outflow valve torn up and exposed needs to be taped up and secured ,0.2731154967995679,repaired with insulation repair tape ok for service
6586,ref prev lp 8448653 for broken reveal at 30a seat is inop,0.1790287185098585,reveal installed window ops okay to continue seat cleared for pax use 
6587,try table at 4e will not stay level ,0.18605210188381294,adjusted table 
6588,aft left toilet seat is cracked ,0.1698415551216896,toilet seat cover replaced 
6589,center two life rafts seals broken 37273 employee number invalid,0.2778311914457611,replaced seals 
6590,seat back and button broken seat 37a ,0.13867504905630748,replaced cont cable ops check good
6591,fwd galley power light out,0.1961161351381843,ops checked forward galley power light ops checked good iaw amm 25 31 11 
6592,aft left fa jumpseat broken ,0.11322770341445974,removed and replace pivot on o b side of o b aft f a jumpseatiaw cmm 25 23 52 ops check good
6593,seat 20d seat belt soiled ,0.0,replaced seat 20d seat belt assembly per aircraft interior manual 
6594,life vest container 32e has fallen off ,0.39260352664937914,replaced with serviceable life vest container okay for service 
6595,seat back does not recline 2a,0.11322770341445974,resecured recline push botton on seat 2a ops check good iawamm 25 22 00
6596,lav t spring loaded trash door wont stay fully closed,0.3432032364918226,performed repair as per ecra 2540 02370 no further damage noteddip closed 
6597,lav missing ash tray lavatory e a c right ,0.26646935501059693,replaced ashtray okay to continue 
6598,access panel located above the overhead panel is haging down from the ceiling velcro strip separated from the panel cover ,0.3495310368212784,replaced lh velcro hanging down and secured closed 
6599,r1 door slide girt aft j hook loose on girt bar report by f a,0.18490006540840997,adjusted aft girt bar retainer clip of r 1 door slide cover ref amm 25 66 01 200 802
6600,small metal black plate cover from under seat 2e came loose,0.29487179487179516,secured metal plate to bottom of seat 3e
6601,trottle quadrent and pedistal area needs an extensive cleaning,0.3081667756806832,flight deck deep cleaned by airserve on 1 13 16 at sfo 
6602,fwd cargo loading system inop,0.2664693550105969,re opd forward cargo loading system iaw amm 25 00 00 ops check good 
6603,fwd cargo loading system inop,0.2664693550105969,fwd cargoloading system adjusted unload stop limit switch reffim task 25 51 800 802c1 and cmm25 53 06 operational check good 
6604,fwd cargo loading system inop,0.2664693550105969,reactivated system freed stuck safety door flap switch system ops check ok removed placard
6605,fwd cargo loading system inop,0.2664693550105969,replaced forward pit drive unit and belts and magic carpet ref cmm25 53 06 forward cargo loading system op s normal 
6606,fwd cargo loading system inop,0.2664693550105969,found debris obstructing loading system operation removed debrisoperated loading system several times ops chks good pla removed 
6607,fwd cargo loading system inop,0.2664693550105969,removed large metal luggage tag from belt track reactivated forward cargo load system per amm 25 51 39 ops check normal per amm 25 51 30 700 801c5 wpb u330982
6608,fwd cargo loading system inop,0.2664693550105969,reset over load micro swithces per ifm cmm 25 53 06 forward loading system ops checkes ok 
6609,wall partition between first class and coach disconected ,0.3208118263409693,resecured first class partition bracket as required 
6610,seat 21f secoion of arm rest came off ,0.2655425022718976,replaced arm rest 21f 
6611,ref je59 5220 1 2802 rh exit door plug insulation blaket saturated below window pn411a4906 4590,0.28644594961577347,replaced wet insulation blanket with new blanket 
6612,aed seal missing,0.21182963643408118,removed and replaced aed
6613,aed seal missing,0.21182963643408118, replaced aed
6614,aed seal missing,0.21182963643408118, replaced aed
6615,aed seal missing,0.21182963643408118,resealed aed ops checked normal 
6616,missing two grey seatbelt extenders for seats in row 7de ,0.28022426915890286,installed 2 seat belt extenders ref config drawing 2560dd14075 
6617,fa jumpseat at 1l will not retract,0.11322770341445974,installed new torsion springs at 1l f a seat inop stickers and logbook sticker removed f c seats reserved for f a sign removed
6618,fa jumpseat at 1l will not retract,0.11322770341445974,replaced seat springs and ops check good
6619,f o s cup holder missing,0.3004626062886663,replaced cup holder
6620,metal trim on cockpit side of c p door about 10 above handle is missing,0.3508232077228124,replaced missing cockpit door trim piece 
6621,remove slide assembly on door 1r for repack of fold,0.20483662259967594,installed slide assembly on door 1r to refold slide ref amm 25 66 01 rii inspected by 116614 ordqc
6622,late notification seat 38b has jack broken in remoteaudio controller ,0.34027232683581055,delay reporting only delay code tl for 12 mins 
6623,seat 4f wont lock ,0.13867504905630748,removed and replaced hydralock ops ckd good 
6624,captains shorlder harness will not release wit tab at top and buckle ,0.25715142542972613,remove and replace catain left seatbelt strap iaw 25 11 00 opscheck good 
6625,electronics cover under 2e 2f is off ,0.3043488214667594,re installed cover for electronics under seats 2e 2f okay for service 
6626,fo s oxygen mask robbed for air conditioning 521 serviceable,0.37826720791800217,installed fo s oxygen mask per amm 35 1285 400 802 ops check leak check goodrotable parts change was indicated tt 1400027 sn off 07249mask oxygen c off 25 3512 9 9050 7249 on 25 3512 9 9050 6506
6627,seats 38def inner armrests are broken ,0.21182963643408118,removed and replaced armrest ops checks good ref ifm 25 22 55
6628,found water coming out of forward galley coffee maker evidence of water in e e and area around vhs antenna ,0.5943753454527306,removed and replaced coffeemaker at forward galley 105 ops check good perform inspection for water leak per ecra 2011 01000 corrective measures step 10 no signs of water leak okay to continue 
6629,aft cargo sliding carpet loading system loads normal unloadsinop,0.2655425022718976,performed amm task 25 51 00 700 80k5 aft cargo system functional test no faults noted 
6630,eemk kitseal is broken,0.11322770341445974,replaced eemk with serviceable unit rotable parts change was indicated tt 1373131 sn off 01067kit med emerg off 29 2560 9 9006 1067 on 29 2560 9 9006 0263
6631,fwd cargo compartment sliding carpet loading system safety flap broken,0.37371346869364197,removed and replaced forward cargo compartment sliding carpet loading syssafety flap assembly ref mm 25 51 36 ops chewcks good placard removed 
6632,bin 4e will not stay latched came open during taxi ,0.2901852153495409,inspected overhead bin latch and door at 4def door operates normal and closes securley placard removed satisfactory for flight 
6633,first officers flight deck seat left side leg support broken ,0.2567762955065481,removed and replaced fo s seat ref amm 25 11 01 ops check good install inspected by inspector u030352 rotable parts change was indicated tt 1566562 sn off 03728seat crew 1st off 29 2511 9 0002 3728 on 29 2511 9 0001 2819
6634,scheduled parts change for p n 29 2566 9 0005s n 0336slide b737ng fwd aft doorsposition ra right aft nha position ra right aftif scheduled s n not found verify s ns in all other positionsor contact mx ctrl prior to flight if s n found rmv rplc ,0.3639461895464778,replaced rt aft slide iaw 29 0549 8 099rotable parts change was indicated tt 1871225 sn off 00336slide b737ng off 29 2566 9 0005 0336 on 29 2566 9 0005 2950
6635,universal precaution kit needs replacement ,0.16012815380508735,replaced upk
6636,seat bottom cushion wet 20d20d seat cushion wet,0.1698415551216896,replaced seat cushion at 20d
6637,overhead stowage bin does not close fasten 22overhead bin will not latch row 22 acft left,0.25620504608813977,crew readjusted luggage overhead bin secured
6638,seat bottom cushion dirty 11f,0.18490006540840997,replaced 11f seat cushion as per amm cusion drawings
6639,f c c m leaking flooded cockpit and e eref l p 8540296,0.41045042487741656,tdr only ref l p 8540296
6640,headrest 35d has come off the seat,0.289682729751161,re secured headrest cover
6641,life vest at 28d falling out ,0.25318484177091705,removed replaced lifevest pouch holder iaw amm 25 60 00 
6642,30e plastic life vest container broke ,0.33898345324875157,replaced life vest container at 30e 
6643,seat 4e seatback wont lock up ,0.16012815380508735,replaced recline actuator at 4e ops checks ok placard removed 
6644,32a seat needs changing through up vomit ,0.25423758993656376,informed cleaners and replaced seat cover by u104729 
6645,seat 10c will not lock in place,0.16012815380508735,replaced 10c recine cable seat ops checks ok 
6646,seat slide latch for captain has broken springs ,0.25423758993656376,replaced both springs iaw mm 25 11 01 400 800ops checks normal 
6647,26c life vest detached from seat ,0.1790287185098585,r r 26c life vest container 
6648,seat 24f lifevest storag case box fell off ,0.24806946917841724,resecured 24f lifevest storage case a c okay to continue 
6649,seat 27b life preserver box broken,0.18681617943926854,r r life vest box ops normal 
6650,mirror cabinet lavatory aircraft left will not stay closed latched ,0.28022426915890286,secured mirror 
6651,forward galley coffee maker leaking entered for 11284 in septre only ,0.6327485390135061,reseted coffee maker and cleaned coffee makrer sensors coffeemker ops check good 
6652,seat 7f life vest needs to be secured,0.1513068831672008,reattached life vest box to seat 
6653,vent cover at 2l missing,0.3637664186342766,secured vent cover
6654,mid lavatory will not fully latch closed ,0.24140227479263415,checked door for proper operation working normally
6655,34c life vest holder broken ,0.21182963643408118,replaced seat 34c life vest and holder
6656,f o cup holder missing ,0.3004626062886663,replaced f o s cup holder pla rem d 
6657,seat 8d lifevest container broken ,0.38030436528708234,replaced 8d lifevest container 
6658,f o cuoholder is missing ,0.3004626062886663,replaced holder 
6659,seat 31c tray table inop wont stay up ,0.2139802462554568,installed new latch 
6660,seats 21 a and b will not recline,0.16012815380508735,installed recline button assy seats 21 a and b op good placard removed
6661,headrest covers are torn seats 15c 15f ,0.29417420270727646,replaced headrest covers 15c 15f placard removed 
6662,passanger seat 28 d will not stay upright,0.25318484177091705,remved and replaced hydraloc and adjusted recline 28d is okay forsearvice as are the seats that where inoped behind it 29def placard removed 
6663,seat 20a is soiled ,0.0,replaced seat cushion 
6664,2l outboard lige vest connector red strap missing ,0.3673591791853231,installed velcro in correct position mel removed
6665,headrest at seat 38c broken,0.11322770341445974,replaced headrest assy
6666,seat 7e female end seat belt installed backwards ,0.2567762955065482,repositioned female end of seatbelt assy operation normal iawifm 25 22 53 removed mel c n 790085 
6667,24c seat back won t stay upright,0.1790287185098585,replaced seat recline cable assy seat 24c ops ckd good 
6668,overhead bin 32abc will not latch ,0.13867504905630748,secured locked overhd bin okay for svc per amm 25 00 00 m lueck u095717
6669,scheduled parts change for p n 29 2511 9 0001s n 7105seat crew 1st officer 737 7 8 9 no loan imq position 1of 1 off nha position 1of 1 offif scheduled s n not found verify s ns in all other positionsor contact mx ctrl prior to flight if s n found rmv rplc ,0.38710483056938255,1 off seat s n found to be 7105 replaced seat per amm 25 11 01rotable parts change was indicated tt 1568532 sn off 07105seat crew 1st off 29 2511 9 0001 7105 on 29 2511 9 0001 3143
6670,door to lavatory damaged322,0.16012815380508735,replaced ashtray assy 
6671,found on job card 60140 seat inspection first officers seat inoperable vertical lever,0.2632490632463285,replaced first officers seat ops check normal see l p 2159986 for rotable rem inst information this was s n 7105 and was scheduled for removal
6672,aft lavatory panel out of place,0.16012815380508735,secured aft lavatory panel ops check good
6673,14d seat belt wont tighten ,0.11322770341445974,replaced 14d seat belt ops check ok 
6674,aft lavatory e toilet seat cracked ,0.2001601922563592,replaced toilet seat okay to continue 
6675,aft galley loc 408 latch does not work unable to restow cart ,0.228802157661215,adjusted latch at pos 408 latch op checks ok 
6676,fo seat belt release is stripping over hard to release ,0.2687419249432853,rpl fo seat seat belt ops check normal 
6677,crew found seat 4a armrest cap missing over tray table,0.3489912202260568,installed armrest cap
6678,floor vent at seat 30a either broken or missing hazardous to passengers feet ,0.3376908167529858,replaced floor vent 30a ref log page 8738580 
6679,door 2r electrical outlet shows signs of electrical arcing ,0.2567762955065482,removed and replaced door 2r electrical outlet iaw 25 29 07 opschecks good 
6680,mid lavatory service door will not stay closed,0.27817432013209387,replaced latch op ck normal
6681,both forward galley coffee makers have little to no water pressure all sinks and aft galley coffee makers ops norm ,0.5773502691896264,found forward galley shut off valve closed open valve ops ck okay by u109279 
6682,lifevest holder beneath seat 35a is broken,0.1961161351381843,replaced broken tie wrap and secured livevest holder okay for service placard removed
6683,plastic wire cover came off of a bundle beneath 36b ,0.3140371465106643,installed and secured shroud for seat 36b employee number v902169 invalid scepre entry only 09595 
6684,5f seat bottom wet,0.0,replaced cushion cover
6685,aft pbe cover missing,0.3637664186342766,replaced cover
6686,aft pbe cover missing,0.3637664186342766,replaced missing cover and seals
6687,ref log page 87141415 no signature in block 24 ,0.1689815923548439,check for pla complied with 2524e called tomc for complieance 
6688,crew reported l 1 door hard to arm,0.1698415551216896,t s found floor mounts dirty cleaned op s ok
6689,seat 15a life vest pouch broken off seat,0.21182963643408118,resecured pouch
6690,eemk used bp cuff used employee n8umber u222851 is invalid ,0.2664693550105969,replaced eemk and bp cuff resealed the container check good rotable parts change was indicated tt 1804738 sn off 00463kit med emerg off 29 2560 9 9006 0463 on 29 2560 9 9006 1281
6691,door 1r slide gauge cover fell off ,0.3005012534823805,replaced gauge cover okay to continue
6692,35a life vest bracket loose ,0.1698415551216896,replaced life vest container at 35a 
6693,aisle carpet between rows11 12 is a hazard peopletripping over it ,0.34027232683581055,secured carpeting isle at 11 12 okay to continue 
6694,metal arm brace on tray table detachedseat 20d part is on flight deck jumpseat,0.20483662259967597,replaced tray table assembly check ok
6695,life vest container under seat 32f fell off pilot 171185 invalid inserted own ,0.3737134686936421,replaced life vest container at 32f 
6696,seat 15d needs life vest ,0.16012815380508735,installed life vest 
6697,seat 34f recline inop,0.10741723110591508,replaced recline control button seat 34f recline ops ck dnormal pla removed 
6698,row 24b escutcheon broken off armrest ,0.21182963643408118,removed and replaced 24b escutcheon p n 19 4420 3 0002ops checks good 
6699,lifevest at 34d needs to be replaced,0.16012815380508735,replaced lifevest at seat 34d per amm 25 64 00m lueck u095717
6700,notified by flightcrew prior to departure time life vest seat 2fnot install properly secure ,0.28573838340637253,checked life vest at seat 2f and no faults noted i a w i f m 25 27 42 a c okay to continue 
6701,foward galley power light flickering,0.3042434922296659,as per fim 25 31 00 810 801 cycled galley utility switch ops check normal
6702,seat 15e can not be secured pile velcro adhered to seat and cushion no hook velcro ,0.2020475485519277,installed new seat cushion
6703,flight attendant seat dirty 31bneed seat cushion seat 31b,0.27850332594800875,replaced seat cuhion and cover ops check good
6704,seat 22e cushion and cover soiled,0.3235751144647175,replaced cushion and cover
6705,seat 36b life vest need sec ,0.16012815380508735,sec life vest at 36b 
6706,seat 11b headrest cover coming off ,0.4003203845127184,secured headrest cover u029253
6707,tray table up lock broken 38b,0.1790287185098585,removed and replaced tary table 38b latch ops check good placard removed 
6708,armrest 12d inop ,0.13867504905630748,secured 12d armrest release latch 
6709,seat 38d passenger kicked open electrical box ubder seat wires exposed ,0.18605210188381294,reinstalled seat electrical cover at seat 38d as required 
6710,reference log 8416874 tray table at 30f missing hardware ,0.27221786146864857,replaced missing hardware for tray table at 30f ops checks normal okay for use 
6711,seat 9c cover and cushion soiled,0.3138229572304244,replaced cover and cushion
6712,seat36f tray table does not stay up keeps falling down,0.2970140370712106,replaced table lock screw ops check ok
6713,need new seat cushionsat 30d e f and 15 e ,0.24140227479263415,replaced cushions
6714,middle lavatory location 325 door is hard to closeand the interior light does not illuminate whendoor is latch ,0.2508726030021276,adjusted lavatory door ops check ok 
6715,seat 31abc 1 life vest container broken,0.38030436528708234,replace dlife vest container at effective area
6716,seat 27f life vest container under seat has fallen off,0.37826720791800217,resecured life vest box at 27f ok to continue
6717,seat 30c headrest cusion missing,0.27850332594800875,replaced headrest seat cushion at 30c per amm 25 00 00 
6718,seat cushion 22c has a metal object protruding out of bottom of cushion,0.2864459496157735,re installed headrest assy
6719,found forward cargo loading system roller 5 cracked and belt 5 damaged ,0.3413943709994598,r r 5 belt per cmm 25 53 06 of sliding carpet sys forward cargo 
6720,life vest bracket below seat 1f partially detached from seat,0.277350098112615,replaced broken tie wraps to life vest container seat 2f
6721,wires hanging down from seat 23abc ,0.2442635754263805,secured wire seat 23abc okay for service 
6722,oven 204 inop does not heat properly ,0.1790287185098585,ops ckd oven at position 204 and ops ckd good 
6723,seat 29c leaner,0.16012815380508735,replaced seat actuator and reinstalled push button
6724,seat cushions and seat belts 37 a b soiled unusable,0.228802157661215,removed and replaced soiled seat cushins and seat beltsemp 01646 used for entry only
6725,trim panel from bottom of 4b fell off seat emp u23y869 in valid used 03687 for l p entry,0.2271283812897493,reinstalled trim panel at 4b ref amm 25 00 00 
6726,broken tray table 26c,0.16012815380508735,secured tray table 
6727,first officer cup holder insert is missing ,0.31581014591912704,replaced first officer cup holder insert 
6728,34b life vest container broke as reported by u137273,0.37596030887070264,replaced life vest container
6729,f os sunscreen wont lock in plc,0.21182963643408118,removed and replaced f o s sunscreen ops check good ok to continue 
6730,seat belts 24c wet ,0.0,replaced belts24c 
6731,seat 35b life vest loose ,0.1513068831672008,reattached life vest 35b 
6732,headrest cover came off 29b,0.34236839400873087,reinstalled headrest cover
6733,headrest 23c loose,0.13867504905630748,resecured headrest for seat 23c no further defects noted ref amm 25 00 00
6734,seat 35e headrest broken,0.13867504905630748,rpl d broken headrest for seat 35e ref ifm 25 22 53 
6735,first class aft life raft seal brokenfirst class forward life raft seal broken,0.228802157661215,ref log pages 8431671 and 8431672 4ea liferaft campartments opened inspected cleared closed and seals installed 2ea first class and 2ea in coach 
6736,seat back 36b will not stay in the upright postion ,0.21726204731337073,seat 36b operation normal okay for service 
6737,door 1 lrft gritbar fabric loose torn,0.15130688316720084,repacked slide on door 1l ref amm 25 66 01 no tear was foundon slide installed slide back on door 1l ref amm 25 66 01 mech u181086 rii inspected by u092616 ord qc
6738,f a reports 1l outboard jumpseat stowage door latches do not go flush when door closed below outboard jumpseat ,0.25604577824959496,removed old latches replaced with new latches on door ops check of 1l stowage door good removed sticker on logbook 
6739,to report delay lifevest resecure,0.16012815380508735,to report delay only
6740,life vest missing red lanyard on seats 20 27 37,0.277350098112615,installed red life vest lanyard on seats 20 27 37
6741,fwd cargo loading system inop found c b d8 on p6 12 stripped reset no help ,0.3140371465106644,r r forward cargo loading system control box per amm 25 51 37 400 801 cargo sys ops normal 
6742,aft cargo loading system inop ,0.25423758993656376,the unload safety switch was stuck in the made position repositioned safety door ops good c w ops functional check cards29 2550 1 2802 59 2550 1 7802 okay for service pla cleared 
6743,aft cargo loading system inop ,0.25423758993656376,re activated aft cargo loading system and ops ckd iaw amm 25 51 09 800 802 extend and retract ops normal pla removed 
6744,aft cargo loading system inop ,0.25423758993656376,found aft cargo belt torn and components broken accomplishedfull r r of loading sys ref n r 4941501 02 03 04 05 06 4941515 and 4941494 for completion ops check ok 
6745,aft cargo loading system inop ,0.25423758993656376,r r kdd4n relay all ops ok pla removed 
6746,aft cargo loading system inop ,0.25423758993656376,reseted cb power and ops check aft cargo loader ops check good 
6747,aft cargo loading system inop ,0.25423758993656376,adjusted door safety switch ops check good 
6748,aft cargo loading system inop ,0.25423758993656376,inspected cargo loading system found bags to wall and ceilingoverloaded tried to reset circuit breaker no help down loadedall bags and reset again all ops normal okay to continue 
6749,armpad on overwing escape door 21a came off,0.3494282789073066,installed new armcap
6750,fwd galley traxh bin flapper cover is not attached,0.3105172139687919,replaced forward galley trash bin door ref amm 25 00 00 
6751,aft f a jump seat latch dificult to unlatch r t side inboardemergency equipment stow ,0.24019223070763096,removed and replaced aft f a j s latch ops check normal
6752,4a seatbelt soiled,0.0,replaced
6753,fa handset door 1l unable to communicate with aft galley,0.3004626062886663,reset handset on 1l found pa ptt sw on handset stuck ops check ok
6754,1st class threshold keeps lighting up,0.27850332594800875,replaced plastic threshold cover 
6755,fo 5 point harness is broken,0.16012815380508735,removed and installed harness ops check normal 
6756,f o foward aft seat adjustment lever is missing a retention spring the lever free floats ,0.35156873840819575,replaced f o seat adjustment track lock spring assembly and seat asssy per amm 25 11 00 800 801c3 amm 25 11 00 800 801c3 idt acp by u007215gs
